id,consumption
35017,180216.113379
35019,15910.347078
35021,6258.326330
35023,29514.347134
35025,948654.642895
35027,140123.389136
35028,677423.467082
2261,26735.000000
35031,714666.260626
35033,30396.795836
35035,993547.464629
35037,108764.737777
35039,486189.968504
35041,279692.559097
35043,944463.716221
35045,2409140.223106
35047,436616.037563
35049,1006833.050504
2282,5711.000000
35051,130290.562262
35053,58658.671979
35055,107973.900052
35057,92707.138598
2290,101555.007340
35059,53389.248113
35061,579661.080239
55003,111644.498082
51510,1411975.957684
51515,57021.754636
51530,65118.266846
51540,422768.712369
51550,2195318.321884
51570,168295.910565
27001,282119.668457
27003,464068.103861
51580,55944.783891
27005,393759.351927
27007,310938.320842
27009,482547.402938
27011,63124.026308
27013,355739.125687
27015,343345.177874
27017,512431.797648
27019,502560.369100
27021,628421.911484
27023,70980.841218
51600,224990.727653
27025,96200.695502
27027,781576.724773
27029,92726.514320
27031,103675.266740
27033,173193.118467
51610,126726.762960
27035,1332744.804206
27037,1522745.173248
27039,93412.699630
27041,482604.366198
27043,157883.642621
27045,119303.270761
27047,62993.032588
27049,307910.226491
27051,34514.726113
27053,2901741.026203
51630,263377.042073
27055,68447.833435
47001,1125158.169385
27057,357742.114848
27059,33583.081382
27061,914082.614921
27063,112366.801379
27065,55224.565932
27067,495549.082453
27069,11343.444469
27071,220111.669796
27073,41114.704693
51650,1313827.382714
27075,222392.784364
27077,31720.510606
27079,213016.958324
27081,52976.382907
27083,762702.516546
51660,491877.540459
27085,425415.362092
27087,14776.059988
27089,86005.359127
27091,236956.916052
27093,159513.000924
51670,214971.053399
27095,59190.759479
27097,606802.797838
27099,451263.240715
27101,77895.269447
51678,67195.281855
27103,180646.727069
27105,362600.073486
51683,797868.000000
27109,1660192.236222
27111,938220.149406
27113,153575.028018
27115,463813.256958
27117,43806.900328
27119,433890.902374
27121,99235.474140
27123,675200.417305
51700,1738355.788354
27125,7835.376083
27127,194116.971495
27129,119994.837795
27131,293286.415558
27133,106927.948153
51710,2365556.626115
27135,138608.252072
27137,3223019.165741
27139,945560.498234
27141,216465.194568
27143,139568.351688
27145,2634608.509369
27147,427332.236383
27149,73977.684892
27151,122486.838321
27153,535329.599643
51730,309254.072658
27155,2964.512940
27157,77887.800829
31183,17043.939693
27159,233331.655373
27161,107323.116151
27163,334466.220676
51740,928541.098603
27165,137356.400073
42093,79823.295665
27167,58467.253181
27169,133055.937843
27171,421486.487084
27173,63494.159888
47005,196996.000000
48221,175519.038555
19001,87133.895231
19003,26344.040512
19005,54891.161839
51775,79761.309432
5091,149661.952598
19009,44145.593827
19011,98495.846319
19013,605288.803772
40033,91216.016882
19017,108595.682390
19019,102563.747873
19021,122681.136768
51790,230135.186124
19023,94168.940989
19025,28583.471838
6089,1052027.960991
19027,108170.598177
19029,102530.055508
19031,86633.437118
51800,976139.295725
19033,168972.484790
19035,89150.715062
19037,138006.310690
19039,9809.321666
19041,249140.361531
51810,4282670.326558
19043,62152.533125
19045,155191.303781
19047,271823.068006
19049,193383.799394
19051,56326.143298
51820,202739.742792
19053,48938.162688
19055,40927.187657
46063,7940.146838
19057,99174.284572
19059,154158.037124
19061,143312.253284
51830,145266.045075
19063,112234.666981
19065,100629.945337
19067,45885.554290
19069,45474.097994
19071,17294.427974
51840,169275.186503
19073,38208.856221
19075,88230.351281
19077,80648.336189
19079,148508.759202
19081,60475.442215
19083,56667.697852
19085,54538.260248
19087,119999.579259
19089,31954.978499
19091,36944.994040
19093,57928.573144
19095,127458.061500
19097,84197.693752
19099,45106.889267
19101,29739.250533
19103,468601.355171
19105,56882.934822
19107,23766.498842
19109,261690.241129
19111,60750.716862
19113,626837.482687
19115,26362.614387
19117,20701.584575
19119,141805.794121
19121,100450.464334
19123,110750.581247
19125,175954.402862
19127,49312.917721
19129,21122.556411
19131,79691.468737
19133,65137.319083
19135,12658.895273
19137,35286.188249
19139,957995.844725
19141,166810.315926
19143,108821.237695
19145,45080.099447
19147,50591.786215
19149,203116.001008
19151,87388.900541
19153,699196.351460
19155,1115523.228931
19157,71613.222324
19159,18329.507198
19161,112931.268146
19163,324850.630989
19165,104824.098851
19167,411686.476999
19169,782013.891236
19171,47815.606812
19173,28982.362156
19175,53700.663788
19177,32021.394525
19179,149808.333278
19181,226765.917812
19183,75190.946536
19185,19386.670392
19187,151024.887446
19189,76812.453333
19191,81395.674117
11001,2209222.119633
19195,18400.215190
19197,45337.700911
40065,481450.076876
48259,615048.963547
37193,501342.985045
48261,1317.593476
48263,5505.624791
48265,699461.807130
42035,346613.124106
40075,131207.515619
40077,140481.309287
47015,133979.550848
37195,385758.682368
48271,8709.970449
40081,344591.112082
5093,3490834.559140
40037,1296122.939943
40083,337393.633279
48247,5943.499835
48277,91694.451235
49017,1848.442061
48279,362870.662151
47017,305419.250837
56019,260492.330047
40089,385537.898040
48283,9325.615696
40093,157494.345414
13193,163258.471841
40047,874540.973361
48287,95735.204431
40097,827332.791246
12103,9077091.723593
48291,494752.853752
40101,1058213.283187
44001,54781.112202
44003,184546.522168
44005,91986.258587
44007,757845.146308
44009,151518.137095
40103,190159.252628
13195,464932.273741
46011,461540.441786
40105,306786.417933
48299,141955.369317
12105,10696188.863883
40109,7613861.873376
40111,681440.104714
40113,1212620.984243
2013,47373.821902
48237,42447.110035
48307,93131.759558
40117,155229.758637
29195,627699.085647
40119,1186013.122612
21005,70942.318967
40121,651072.704366
21007,36370.098623
40123,674979.295802
13199,266828.812706
21009,776470.514922
6107,441502.371211
40125,620998.883978
29203,102774.162287
40127,158120.037523
21013,9353.828688
48321,86349.687527
21015,1676694.763296
20207,60954.074992
6077,2251173.394969
21017,105468.646012
49003,165220.700699
40133,246759.607046
13201,81642.223059
36001,1384537.732655
36003,468703.586568
36005,5485773.554067
36007,338546.818693
36009,494705.195113
36011,327032.822792
36013,718314.820807
36015,384018.642742
36017,333793.636529
36019,871318.180987
36021,361722.112798
36023,206427.967363
36025,77706.237243
36027,1720253.924674
36029,4021617.077411
36031,307948.657206
48391,19253.283844
36033,282779.842262
12111,2673310.833052
36035,151462.882317
36037,432145.960344
36039,281834.697312
36041,19670.374844
36043,427636.080920
36045,350976.752051
36047,10007431.286682
36049,119828.434977
36051,524335.798855
36053,393677.670702
36055,5536927.733078
36057,137457.205806
36059,811980.931144
36061,6317184.789966
36063,882824.667505
36065,1088901.150358
36067,2514041.884554
36069,876923.545269
36071,2383550.540186
36073,206261.373483
36075,334764.858583
36077,284995.874407
36079,302412.467202
36081,9441945.664764
36083,656132.534772
36085,1834427.864250
36087,970007.562058
36089,510075.682900
36091,913569.130547
48393,14413.830050
36093,426985.877199
12113,2034944.885589
36095,157837.930187
36097,87578.896662
36099,145610.905153
36101,238088.934618
36103,410205.383190
36105,338656.194007
36107,217164.142782
36109,161488.391710
36111,551651.743861
36113,180374.718277
36115,260234.908970
36117,750843.631826
36119,5047409.604341
13205,403123.374912
36121,358504.859340
36123,118689.800045
47031,466172.146884
48395,186254.559105
12115,2995594.508998
13207,413567.833706
28001,322955.004342
28003,625253.000000
28005,207805.106680
28007,351143.599814
28009,73903.669013
28011,383077.760390
28013,371748.161057
28015,179617.965964
28017,219149.848509
28019,129329.094364
48397,19721.554504
28021,94209.023976
28023,230678.596274
28025,365605.004586
28027,402335.035141
28029,430973.746154
28031,607385.787522
28033,2335512.970574
13087,421339.837551
28035,1533033.525289
28037,126805.028849
28039,303611.701356
28041,159431.985003
28043,230588.265248
28045,681456.445031
28047,3226089.127816
13209,114079.069153
28049,2493108.146603
28051,300865.754636
28053,149228.046540
28055,20035.686189
28057,151591.089546
28059,1857875.422599
28061,310890.240606
28063,76948.588529
28065,306374.086338
28067,890082.489095
28069,10059.173602
28071,636921.230840
28073,673607.543383
28075,844141.941704
28077,273424.258687
28079,506069.540602
48399,32678.531012
28081,1482386.882368
28083,601107.160000
28085,559275.567075
28087,848949.939593
28089,984866.852797
47007,234024.650345
28093,616738.852277
28095,586002.657239
28097,113048.316225
28099,431668.233780
28101,403062.968313
28103,93845.964897
28105,647324.570787
28107,463583.023096
28109,948731.966084
28111,201944.685387
28113,674565.260558
28115,582672.097398
28117,394414.072885
28119,73427.658161
28121,2469992.048523
28123,750664.650500
28125,69110.891701
28127,373991.812897
28129,380107.855430
28131,239599.184028
28133,358240.060260
8029,463036.924611
28135,239625.149170
28137,478869.276550
28139,389028.896227
28141,116765.600387
28143,98964.437968
28145,195846.628131
28147,285934.251475
47051,509831.023529
28149,691943.137968
28151,631246.648381
28153,321158.970542
28155,230463.275341
28157,95012.769515
28159,107166.180590
28161,233549.384159
28163,466701.564306
48385,18073.923878
47021,812294.427501
32003,1690365.356608
6063,10555.499600
13281,17719.615039
48389,2175.405013
20001,261391.131509
20003,149381.274748
47039,56290.493827
20007,47390.620790
48403,69855.256087
20009,489962.202237
20011,218671.224387
20013,98879.495573
20015,1141284.745581
20017,18907.923216
20019,37429.636094
20021,243187.677592
20023,36930.959906
20025,30570.942070
20027,150705.894899
20029,122304.254128
20031,211126.797542
20033,5943.546952
20035,692193.826128
13215,2357602.366891
20037,474943.370599
46015,90979.242763
20039,43572.513652
20041,170601.359713
20043,74679.526855
20045,1215605.893106
20047,36656.472903
20049,45201.385170
20051,240523.553540
20053,106140.413986
20055,1213223.190675
20057,329451.432766
20059,404981.492759
20061,272941.814152
20063,28536.770209
20065,50392.792683
47041,400641.688208
20067,71575.120222
48405,51131.325104
20069,177166.718340
20071,14748.840324
20073,112864.781841
20075,42150.389957
20077,106499.679139
13227,276732.127548
20079,581498.293339
20081,78531.867640
20083,36126.326627
20085,155468.193122
20087,126337.430358
20089,25853.780493
20091,5274714.637478
20093,79777.308826
20095,189708.628344
20097,37383.327217
20099,625993.267815
20101,20904.298571
20103,752718.189964
20105,59657.729631
20107,141705.626849
20109,38772.796366
20111,224559.892491
20113,1548508.929834
20115,249630.803817
20117,77676.502087
20119,57547.980699
20121,179028.430019
20123,93907.841157
20125,770325.561522
47043,357195.437769
20127,43145.226594
20129,29742.254359
20131,133404.105398
20133,539999.489658
20135,32310.920568
20137,80570.048122
20139,213806.324917
20141,67750.329943
20143,62725.869146
20145,75841.992394
20147,57834.738947
20149,223353.950810
20151,125676.041187
20153,25466.387402
20155,1408290.956816
20157,50045.290848
20159,116584.564011
20161,479005.620297
20163,87481.536334
20165,45598.356944
20167,177607.057049
20169,680941.651494
20171,68104.658715
20173,5354345.026452
20175,278371.208216
20177,1067759.939014
20179,33913.354159
20181,105393.808401
20183,22082.163918
20185,44441.339202
47045,697923.648227
20187,35544.558078
20189,97564.092075
20191,360891.409876
20193,137394.713892
12003,263969.617414
12005,2742104.497758
12007,299794.172705
12009,6571023.029092
12011,15873477.269319
20205,224337.930683
39135,434814.577954
12015,1422226.435684
12017,1170563.031034
12019,3460561.298110
12021,2908495.613274
12023,1093312.944651
40015,442782.905699
12027,268790.346157
12029,142486.911861
12031,15774026.283303
12033,3374933.521053
12035,1270093.736030
12037,49454.828157
12039,303774.060910
12041,100648.865096
53003,135238.276018
53005,2823120.615750
53007,51529.464157
53009,1179241.584412
53011,4354792.000000
53013,11879.843202
47047,475251.348434
53015,5223627.763477
48411,71156.842326
53017,1570718.836276
12059,331692.414777
53021,1226702.628358
53023,2125.429854
48035,24457.302128
53025,2448876.213768
53027,485155.127969
53029,679161.756625
53031,294113.015267
53033,15239145.307530
12075,339911.626109
53037,1156252.388608
53039,14688.363650
53041,678578.490030
12083,3780162.624072
12085,1128774.314735
12086,20163514.841968
53047,777995.721610
12089,1632060.916945
8063,140431.072368
12091,2374716.408226
53053,4013890.056770
12095,20361271.630656
12097,6149001.149497
5045,1294083.398316
12099,10691443.491858
12101,6589139.804078
53063,3467309.183998
53065,288884.398579
12107,632484.999267
12109,3414943.225461
53071,176503.923505
53073,404221.256612
53075,377437.089572
48413,7301.416278
12117,5102908.921030
12119,991225.338324
12121,701656.354552
12123,186217.372630
12125,132035.158025
12127,6773898.161760
12129,210777.601206
12131,772228.196103
12133,397408.504789
13225,380444.161719
46127,99070.844226
48415,59246.377682
4001,318496.157919
4003,1776959.187845
4005,956549.009161
4007,559866.123237
4009,458218.221648
4011,1744129.359166
4012,842.621822
4013,41975603.771397
4015,2857919.845520
4017,467251.858097
4019,13704670.709545
4021,5321797.702426
4023,589724.311225
4025,1183125.691256
4027,960111.228032
48459,244134.352830
8045,1614645.477713
45001,408957.423402
47053,590354.252738
45003,1937938.581294
45005,161418.422300
45007,918114.573530
45009,221072.288877
45011,252763.917881
45013,2619343.392472
45015,6385288.258688
45017,165743.241098
45019,4429786.720360
45021,510133.379665
45023,181363.109544
45025,214205.737427
45027,295624.798584
45029,419226.981256
45031,191382.304485
45033,558072.938460
45035,1933409.870232
45037,350398.085413
45039,371821.051437
45041,1043613.611373
45043,1717381.562189
45045,2182947.117742
45047,1264332.705836
45049,334649.129426
45051,7159022.752029
45053,403449.597977
45055,1224995.793369
45057,564730.670443
45059,476629.694218
31015,17757.184501
45061,124528.969590
47055,339708.291299
45063,3467756.128742
45065,154713.598416
45067,90989.263657
45069,531623.653597
45071,777835.367279
45073,411692.382348
45075,1832485.278054
45077,691228.505790
45079,4617123.874335
45081,286005.480329
45083,1582714.082253
5101,11018.279542
45085,543550.458414
45087,523706.082758
45089,188341.820456
45091,2084720.028790
48255,93576.154819
47057,248259.153344
39147,867318.218331
47119,1003319.002582
55075,580283.243110
47059,1358236.444597
48491,5177454.521998
37001,751936.884463
37003,245017.955851
37005,38330.147712
37007,106015.043202
37009,94838.918817
37011,93590.515698
37013,658193.709421
37015,286768.460688
37017,258373.260881
37019,543988.068288
37021,818678.418055
37023,814672.134104
37025,1562108.644468
37027,706439.223255
37029,117205.356488
37031,158654.597582
37033,90474.364588
37035,911036.763222
37037,372976.912174
37039,85981.727490
37041,289901.246860
37043,26355.734697
37045,652002.678956
37047,364842.456634
37049,1044534.476779
47061,78705.657385
37051,3294125.563269
37053,281003.689949
37055,509399.278100
37057,1051273.598938
37059,129788.454745
37061,359551.861174
37063,1213611.528873
37065,1227586.817355
37067,1684780.319486
37069,135443.213118
37071,1762649.581439
37073,133549.448610
37075,21530.246024
37077,889081.757034
37079,70416.771840
37081,2475670.020385
37083,779806.467438
37085,326685.200738
37087,134445.052618
37089,359508.786868
37091,274599.404338
37093,147702.132520
37095,63614.376395
37097,954539.477323
37099,155329.512288
37101,1201878.406832
37103,96268.704629
37105,96316.398127
37107,703254.299625
37109,413057.325802
47063,1523968.665408
37111,210287.140988
37113,101066.981836
37115,18222.815987
37117,313334.492544
37119,4098213.457266
37121,34161.736694
37123,88192.308078
37125,298002.485211
37127,1753866.184750
37129,177773.254652
37131,269880.642830
37133,1210747.082188
21033,471320.003489
37135,540488.536625
37137,30309.832060
37139,769092.417485
37141,275722.898025
37143,201343.455240
37145,586925.069581
37147,4254273.798938
37149,87994.293966
37151,953501.323407
37153,71832.037992
37155,1171345.593494
37157,290542.527190
37159,580100.453210
37161,459498.936105
37163,303904.904495
37165,262525.650228
37167,583261.623360
37169,175468.982477
47065,4130359.636532
37171,227400.598417
37173,34907.421653
37175,81224.862726
37177,39819.070143
37179,1465435.496172
37181,120917.537899
37183,3921758.636184
37185,260916.450090
37187,140962.541316
37189,445164.681904
37191,502762.594361
29001,381854.480482
29003,94257.615109
37197,142934.147728
37199,15386.120383
29009,304460.584210
40019,748405.689012
29011,161416.376343
29013,217274.249530
29015,245781.534371
29017,266299.036316
29019,3423202.816252
29021,589559.837778
29023,936082.728915
